SO 0000042,CU 0100017,3/26/09,
,,,101001
SO 0000043,CU 0100017,3/26/09,
,,,202001
SO 0000055,CU 0100025,3/26/09,
,,,101001
SO 0000056,CU 0100025,3/26/09,
,,,101001
SO 0000057,CU 0100025,3/26/09,
,,,101001
SO 0000058,CU 0100025,3/26/09,
,,,101001
SO 0000059,CU 0100025,3/26/09,
,,,101001
SO 0000064,CU 0100027,3/26/09,
,,,101001
SO 0000065,CU 0100027,3/26/09,
,,,202001
SO 0000071,CU 0100031,3/26/09,
,,,101001
,,,201001
SO 0000072,CU 0100031,3/26/09,
,,,202001
SO 0000074,CU 0100033,3/26/09,
,,,101001
SO 0000076,CU 0100034,3/26/09,
,,,202006
SO 0000078,CU 0100036,3/26/09,
,,,101001
SO 0000084,CU 0100039,3/26/09,
,,,202002
,,,301001
,,,302001
,,,403001
,,,501001
,,,502005
,,,502001
,,,509002
,,,602020
,,,602010
,,,603001
,,,601006
,,,601003L
,,,602012
,,,602008
,,,101137
,,,601002
,,,804011
,,,601004
,,,902006
,,,601017
SO 0000091,CU 0100045,3/26/09,
,,,101001
SO 0000095,CU 0100049,3/26/09,
,,,101001
,,,101001
SO 0000096,CU 0100050,3/26/09,
,,,101001
,,,101001
,,,101001
SO 0000103,CU 0100055,3/26/09,
,,,202001
SO 0000109,CU 0100861,3/26/09,
,,,101001
,,,301001
,,,804004
,,,602012
,,,601014
,,,804014
,,,601014
,,,601017
,,,502006
,,,502006
,,,502008
SO 0000110,CU 0100861,3/26/09,
,,,202001
SO 0000121,CU 0100068,3/26/09,
,,,101001
SO 0000122,CU 0100068,3/26/09,
,,,202001
,,,201001
SO 0000128,CU 0100071,3/26/09,
SO 0000131,CU 0100074,3/26/09,
,,,101001
SO 0000132,CU 0100074,3/26/09,
,,,202001
SO 0000133,CU 0100075,3/26/09,
,,,101001
,,,202001
SO 0000139,CU 0100076,3/26/09,
,,,202005
,,,202002
,,,202002
SO 0000150,CU 0100084,3/26/09,
,,,101001
,,,502001
,,,602010
,,,602016
,,,804015
,,,502005
,,,509002
,,,403001
,,,302001
,,,804014
,,,301001
SO 0000166,CU 0100092,3/26/09,
,,,101001
,,,201001
SO 0000173,CU 0100098,3/26/09,
,,,101001
,,,403001
,,,502001
,,,501001
,,,301001
,,,302001
,,,603001
,,,602012
,,,601002
,,,602010
,,,602008
,,,509002
,,,601004
,,,804011
SO 0000174,CU 0100099,3/26/09,
,,,101001
,,,201001
SO 0000175,CU 0100099,3/26/09,
,,,202001
SO 0000177,CU 0100101,3/26/09,
,,,101001
,,,202002
,,,202003
,,,301001
SO 0000178,CU 0100102,3/26/09,
,,,101001
SO 0000181,CU 0100105,3/26/09,
,,,101001
SO 0000183,CU 0100107,3/26/09,
,,,101001
,,,101001
,,,301001
,,,403001
,,,603001
,,,502005
,,,502006
,,,502008
,,,502001
,,,601012
,,,601004
,,,804010
,,,101137
,,,401001S
SO 0000187,CU 0100111,4/10/09,
,,,101001
,,,502001
,,,403001
,,,509002
,,,603001X
,,,202002
,,,302002
,,,401001
,,,501001
,,,804003
,,,804026
,,,601003L
,,,602012
,,,602008
,,,601006
,,,604002
,,,604001
,,,602021
,,,101137
,,,804011
,,,804010
,,,601015
,,,202003
,,,301001
,,,509002
,,,309001
,,,602009
,,,601007
SO 0000196,CU 0100119,3/26/09,
,,,101137
,,,804013
,,,602019
,,,804011
,,,101208
,,,602012
,,,501001
,,,402002
,,,509002
,,,301001
,,,309003
,,,603001
,,,502001
,,,502005
,,,302001
,,,602018
,,,602016
SO 0000199,CU 0100122,3/26/09,
,,,101001
SO 0000200,CU 0100123,3/26/09,
,,,101001
,,,202001
SO 0000201,CU 0100122,3/26/09,
,,,201001
SO 0000202,CU 0100124,3/26/09,
,,,101001
,,,402002
,,,604002
,,,101208
,,,309003
,,,403001
,,,401001
,,,509002
,,,501001
,,,502001
,,,602008
,,,602012
,,,302001
,,,302001
,,,301001
,,,603001X
,,,502005
,,,601002
,,,101137
,,,804011
,,,109008
,,,202001
,,,309003
,,,409106
,,,302002
SO 0000211,CU 0100130,3/26/09,
,,,202002
SO 0000213,CU 0100132,3/26/09,
,,,202001
SO 0000214,CU 0100132,3/26/09,
,,,201001
SO 0000220,CU 0100137,3/26/09,
,,,101001
,,,201001
SO 0000221,CU 0100138,3/26/09,
,,,101001
,,,603001
,,,501001
,,,502001
,,,301001
,,,404001
,,,403001
,,,401001
,,,409001
,,,502005
,,,309001
,,,309003
,,,509002
,,,804011
,,,109001
,,,601003L
,,,602009
,,,602020
,,,804014
,,,602016
,,,602008
,,,302001
,,,401001S
,,,401001S
SO 0000231,CU 0100146,3/26/09,
SO 0000232,CU 0100147,3/26/09,
,,,201001
SO 0000238,CU 0100151,3/26/09,
,,,202001
SO 0000241,CU 0100153,3/26/09,
,,,202001
SO 0000244,CU 0100155,3/26/09,
,,,101001
SO 0000248,CU 0100157,3/26/09,
,,,101001
,,,202001
SO 0000250,CU 0100159,3/26/09,
,,,101001
,,,202001
SO 0000255,CU 0100163,3/26/09,
,,,101001
SO 0000258,CU 0100165,3/26/09,
,,,101001
SO 0000260,CU 0100167,3/26/09,
,,,101001
SO 0000267,CU 0100172,3/26/09,
,,,202001
